epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,286.407,0.74959,0.55691,1.01071,0.96551,0.98611,0.98715,0.80379,0.70931,0.42867,0.99531,0.0005941,0.0005941,0.0005941
43,293.291,0.72715,0.5233,1.04052,0.97226,0.99836,0.99327,0.82678,0.63111,0.39392,0.96921,0.0005842,0.0005842,0.0005842
44,300.31,0.72686,0.51241,1.00592,0.97399,0.98376,0.98167,0.84376,0.62113,0.41416,0.948,0.0005743,0.0005743,0.0005743
45,306.965,0.70818,0.51411,1.00561,0.98268,0.96769,0.97932,0.8003,0.72181,0.42099,1.0095,0.0005644,0.0005644,0.0005644
46,313.533,0.74398,0.52928,1.02763,0.98014,0.98451,0.98014,0.84652,0.5579,0.37603,0.94575,0.0005545,0.0005545,0.0005545
47,320.034,0.7048,0.51082,1.01724,0.97409,0.98309,0.99375,0.84648,0.63631,0.40733,0.93982,0.0005446,0.0005446,0.0005446
48,326.454,0.70011,0.51617,0.99525,0.98114,0.98611,0.9874,0.79582,0.71846,0.40446,1.00615,0.0005347,0.0005347,0.0005347
49,332.905,0.70732,0.51637,1.00167,0.98061,0.98447,0.97472,0.84165,0.58807,0.37895,0.96761,0.0005248,0.0005248,0.0005248
50,339.371,0.69454,0.50166,0.99387,0.98271,0.98611,0.97708,0.80379,0.68283,0.39419,0.98978,0.0005149,0.0005149,0.0005149
51,345.947,0.6775,0.48346,0.99563,0.98296,0.98611,0.98257,0.80614,0.69554,0.38262,0.98939,0.000505,0.000505,0.000505
52,352.485,0.70096,0.49665,1.00187,0.98313,0.98611,0.97944,0.8442,0.56946,0.3531,0.94369,0.0004951,0.0004951,0.0004951
53,359.039,0.70005,0.4974,1.00085,0.97926,0.98611,0.98097,0.82505,0.64793,0.39126,0.97401,0.0004852,0.0004852,0.0004852
54,365.575,0.66609,0.46569,0.9699,0.98834,0.98611,0.9825,0.81165,0.68441,0.36926,1.00377,0.0004753,0.0004753,0.0004753
55,372.615,0.66852,0.47065,0.99258,0.98297,0.98611,0.9825,0.82059,0.66006,0.35865,0.982,0.0004654,0.0004654,0.0004654
56,379.282,0.66187,0.46809,0.99991,0.98085,0.98442,0.9825,0.81271,0.68641,0.36368,0.98756,0.0004555,0.0004555,0.0004555
57,385.781,0.65004,0.45574,0.96548,0.98359,0.98619,0.99434,0.8412,0.62421,0.36617,0.94537,0.0004456,0.0004456,0.0004456
58,392.265,0.65892,0.45956,0.98497,0.97928,0.98611,0.99083,0.87065,0.50265,0.32933,0.9092,0.0004357,0.0004357,0.0004357
59,398.685,0.64619,0.4463,0.99842,0.98264,0.98611,0.99145,0.83382,0.62274,0.35308,0.9582,0.0004258,0.0004258,0.0004258
60,405.27,0.61266,0.42802,0.95335,0.97641,0.98611,0.99238,0.83291,0.57787,0.34111,0.93817,0.0004159,0.0004159,0.0004159
61,411.615,0.64381,0.4461,0.9664,0.98233,0.98611,0.99292,0.8341,0.60048,0.33828,0.94937,0.000406,0.000406,0.000406
62,418.146,0.62783,0.44252,0.97285,0.98312,0.98751,0.99355,0.82558,0.63697,0.34175,0.9566,0.0003961,0.0003961,0.0003961
63,424.802,0.61202,0.42503,0.96106,0.98348,0.98611,0.99115,0.87847,0.49601,0.31606,0.90714,0.0003862,0.0003862,0.0003862
64,431.127,0.62282,0.44687,0.95782,0.9831,0.98611,0.98943,0.85332,0.52114,0.33022,0.92952,0.0003763,0.0003763,0.0003763
65,437.717,0.62611,0.44078,0.96572,0.98228,0.98611,0.98599,0.86151,0.56058,0.33492,0.93352,0.0003664,0.0003664,0.0003664
66,444.231,0.63819,0.43091,0.96549,0.97909,0.98611,0.98842,0.87946,0.45588,0.30665,0.9062,0.0003565,0.0003565,0.0003565
67,450.937,0.60825,0.4307,0.95407,0.98308,0.98611,0.99169,0.8551,0.53334,0.32334,0.9194,0.0003466,0.0003466,0.0003466
68,457.507,0.61906,0.42914,0.97356,0.98221,0.98523,0.98014,0.87919,0.48607,0.3162,0.90949,0.0003367,0.0003367,0.0003367
69,464.273,0.63443,0.45047,0.97407,0.98344,0.98596,0.9825,0.86673,0.48947,0.30949,0.91513,0.0003268,0.0003268,0.0003268
70,470.825,0.62476,0.44024,0.96536,0.97622,0.98611,0.98237,0.85238,0.52045,0.31953,0.94136,0.0003169,0.0003169,0.0003169
71,477.303,0.60127,0.41457,0.95048,0.97894,0.97953,0.99137,0.86335,0.51812,0.32204,0.92441,0.000307,0.000307,0.000307
72,483.862,0.60027,0.41814,0.96631,0.984,0.98611,0.99321,0.86125,0.53774,0.31277,0.93019,0.0002971,0.0002971,0.0002971
73,490.358,0.59137,0.42008,0.95154,0.98262,0.98611,0.98842,0.84881,0.59279,0.3142,0.93914,0.0002872,0.0002872,0.0002872
74,496.781,0.58194,0.39323,0.94004,0.98261,0.98611,0.9825,0.87727,0.47089,0.2921,0.92227,0.0002773,0.0002773,0.0002773
75,503.294,0.58961,0.39679,0.94791,0.97745,0.98611,0.98167,0.85873,0.54507,0.30804,0.93262,0.0002674,0.0002674,0.0002674
76,510.096,0.58939,0.42185,0.96723,0.97897,0.98611,0.9912,0.86303,0.48333,0.29779,0.92328,0.0002575,0.0002575,0.0002575
77,516.697,0.57967,0.39187,0.93769,0.98348,0.98611,0.98014,0.87602,0.49177,0.2954,0.91817,0.0002476,0.0002476,0.0002476
78,523.178,0.56147,0.37875,0.93527,0.98283,0.98611,0.98097,0.88036,0.46328,0.30018,0.93225,0.0002377,0.0002377,0.0002377
79,529.69,0.57498,0.3868,0.93239,0.98303,0.98611,0.97861,0.86498,0.5086,0.30417,0.92684,0.0002278,0.0002278,0.0002278
80,536.221,0.56962,0.38267,0.95423,0.98184,0.98611,0.98014,0.8983,0.40291,0.28038,0.8834,0.0002179,0.0002179,0.0002179
81,542.541,0.56111,0.39768,0.93344,0.98294,0.98611,0.98097,0.86571,0.49505,0.28606,0.93784,0.000208,0.000208,0.000208
82,549.067,0.55159,0.38053,0.93434,0.98326,0.98611,0.97944,0.87358,0.47327,0.2706,0.92959,0.0001981,0.0001981,0.0001981
83,555.649,0.56131,0.38102,0.93767,0.98368,0.98611,0.98967,0.8494,0.51929,0.29133,0.91552,0.0001882,0.0001882,0.0001882
84,562.458,0.54374,0.36903,0.92359,0.98368,0.98611,0.99222,0.88357,0.46066,0.28279,0.88528,0.0001783,0.0001783,0.0001783
85,569.434,0.5526,0.37872,0.93247,0.98314,0.98611,0.99188,0.88176,0.43946,0.27869,0.88642,0.0001684,0.0001684,0.0001684
86,576.355,0.53464,0.36876,0.91155,0.98328,0.98611,0.99,0.86568,0.47899,0.2865,0.91777,0.0001585,0.0001585,0.0001585
87,583.132,0.54214,0.37056,0.92089,0.98391,0.98611,0.98097,0.88054,0.4349,0.26748,0.89574,0.0001486,0.0001486,0.0001486
