epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,100.415,0.72423,1.07718,1.01125,0.99485,0.98507,0.995,0.89053,0.49173,0.98211,0.87497,0.000594125,0.000594125,0.000594125
55,102.081,0.71349,1.26467,0.99273,0.99485,0.98507,0.995,0.89053,0.49173,0.98211,0.87497,0.00058175,0.00058175,0.00058175
56,103.859,0.84366,1.45784,1.02369,0.99282,0.98634,0.995,0.89851,0.48722,0.99885,0.86492,0.000569375,0.000569375,0.000569375
57,105.807,0.74034,1.32827,0.99867,0.98346,0.99524,0.995,0.90042,0.51001,0.99895,0.87366,0.000557,0.000557,0.000557
58,107.438,0.76624,1.44004,1.04317,0.97864,0.99293,0.995,0.90188,0.49957,0.99516,0.86528,0.000544625,0.000544625,0.000544625
59,109.137,0.7091,1.16984,1.03135,0.97864,0.99293,0.995,0.90188,0.49957,0.99516,0.86528,0.00053225,0.00053225,0.00053225
60,110.789,0.67756,1.05094,0.9912,0.9888,0.96406,0.99346,0.90151,0.46252,0.95035,0.85344,0.000519875,0.000519875,0.000519875
61,113.427,0.75715,1.2022,0.98553,0.98932,0.97646,0.99346,0.91711,0.44338,0.90193,0.84157,0.0005075,0.0005075,0.0005075
62,115.251,0.68269,0.99138,0.92469,0.99365,0.98514,0.995,0.91894,0.42865,0.89639,0.83631,0.000495125,0.000495125,0.000495125
63,116.954,0.67794,1.03015,0.96321,0.99365,0.98514,0.995,0.91894,0.42865,0.89639,0.83631,0.00048275,0.00048275,0.00048275
64,118.732,0.65772,0.96807,0.96841,0.99223,0.98599,0.995,0.90252,0.44105,0.90335,0.84261,0.000470375,0.000470375,0.000470375
65,120.504,0.67541,1.00864,0.96006,0.9931,0.98484,0.995,0.89842,0.45823,0.88351,0.84468,0.000458,0.000458,0.000458
66,122.411,0.67353,1.07778,0.98197,0.99329,0.98503,0.995,0.89829,0.45949,0.88521,0.84208,0.000445625,0.000445625,0.000445625
67,124.462,0.68518,1.01814,0.9503,0.99329,0.98503,0.995,0.89829,0.45949,0.88521,0.84208,0.00043325,0.00043325,0.00043325
68,126.22,0.65955,0.95434,0.90932,0.99386,0.9895,0.995,0.90319,0.45765,0.90409,0.83902,0.000420875,0.000420875,0.000420875
69,128.081,0.66002,1.10199,0.97638,0.99598,0.99954,0.995,0.91546,0.43117,0.90884,0.83168,0.0004085,0.0004085,0.0004085
70,129.725,0.66546,1.06293,0.93838,0.99068,1,0.995,0.92493,0.417,0.88113,0.83069,0.000396125,0.000396125,0.000396125
71,131.475,0.66525,1.10691,0.95039,0.99068,1,0.995,0.92493,0.417,0.88113,0.83069,0.00038375,0.00038375,0.00038375
72,133.142,0.65909,1.06153,0.95094,0.98615,1,0.995,0.91537,0.41486,0.86047,0.83328,0.000371375,0.000371375,0.000371375
73,135.162,0.6585,1.0852,0.94319,0.98662,1,0.995,0.91947,0.41153,0.84523,0.83266,0.000359,0.000359,0.000359
74,137.151,0.66289,1.10799,0.95567,0.98887,1,0.995,0.91379,0.40217,0.83346,0.83062,0.000346625,0.000346625,0.000346625
75,138.934,0.58402,0.87817,0.92008,0.98887,1,0.995,0.91379,0.40217,0.83346,0.83062,0.00033425,0.00033425,0.00033425
76,140.786,0.68588,1.07896,0.93695,0.99213,1,0.995,0.91946,0.39425,0.81409,0.82605,0.000321875,0.000321875,0.000321875
77,142.464,0.58767,0.96319,0.91101,0.99294,1,0.995,0.92816,0.38373,0.80954,0.82015,0.0003095,0.0003095,0.0003095
78,144.153,0.60502,0.96245,0.92723,0.99439,1,0.995,0.92962,0.38734,0.81432,0.81876,0.000297125,0.000297125,0.000297125
79,146.014,0.5732,0.90578,0.87746,0.99439,1,0.995,0.92962,0.38734,0.81432,0.81876,0.00028475,0.00028475,0.00028475
80,147.766,0.56009,0.9604,0.88723,0.9947,1,0.995,0.91046,0.40107,0.81077,0.82013,0.000272375,0.000272375,0.000272375
81,149.856,0.64349,0.88541,0.95646,0.99471,1,0.995,0.91163,0.402,0.81049,0.82168,0.00026,0.00026,0.00026
82,151.674,0.71857,0.94988,1.02059,0.99441,1,0.995,0.93155,0.38163,0.78846,0.82026,0.000247625,0.000247625,0.000247625
83,153.538,0.64836,0.92617,0.96601,0.99441,1,0.995,0.93155,0.38163,0.78846,0.82026,0.00023525,0.00023525,0.00023525
84,155.203,0.52316,0.84501,0.92264,0.99377,1,0.995,0.93221,0.36014,0.77891,0.81894,0.000222875,0.000222875,0.000222875
85,156.894,0.62996,0.94606,1.03116,0.9934,1,0.995,0.93939,0.35359,0.7627,0.81916,0.0002105,0.0002105,0.0002105
86,158.903,0.57184,0.92046,0.96311,0.99243,1,0.995,0.93228,0.35313,0.75907,0.81966,0.000198125,0.000198125,0.000198125
87,160.526,0.60302,0.94409,0.93794,0.99243,1,0.995,0.93228,0.35313,0.75907,0.81966,0.00018575,0.00018575,0.00018575
88,162.374,0.54953,0.85497,0.92313,0.99166,1,0.995,0.93314,0.3596,0.76063,0.82089,0.000173375,0.000173375,0.000173375
89,164.011,0.54167,0.90648,0.87209,0.99181,1,0.995,0.93299,0.35967,0.7523,0.8203,0.000161,0.000161,0.000161
90,166.037,0.61958,0.87815,0.94944,0.99188,1,0.995,0.92481,0.35793,0.74925,0.81899,0.000148625,0.000148625,0.000148625
91,192.524,0.49145,1.10266,0.87727,0.99188,1,0.995,0.92481,0.35793,0.74925,0.81899,0.00013625,0.00013625,0.00013625
92,194.723,0.5022,1.14531,0.90139,0.99269,1,0.995,0.92306,0.36008,0.75799,0.81753,0.000123875,0.000123875,0.000123875
93,197.078,0.49928,1.09304,0.82625,0.99213,1,0.995,0.92134,0.36361,0.75801,0.81744,0.0001115,0.0001115,0.0001115
94,199.005,0.53963,1.2654,0.90726,0.99133,1,0.995,0.91787,0.36674,0.75915,0.81617,9.9125e-05,9.9125e-05,9.9125e-05
95,200.774,0.50911,1.22719,0.94685,0.99133,1,0.995,0.91787,0.36674,0.75915,0.81617,8.675e-05,8.675e-05,8.675e-05
96,202.722,0.48404,1.12441,0.87079,0.99125,1,0.995,0.92721,0.36474,0.76014,0.81448,7.4375e-05,7.4375e-05,7.4375e-05
97,204.382,0.44514,1.14148,0.88504,0.99087,1,0.995,0.93105,0.36349,0.75724,0.81321,6.2e-05,6.2e-05,6.2e-05
98,206.147,0.51134,1.11572,0.84887,0.99062,1,0.995,0.92245,0.36206,0.75991,0.81154,4.9625e-05,4.9625e-05,4.9625e-05
99,208.757,0.53925,1.11584,0.8714,0.99062,1,0.995,0.92245,0.36206,0.75991,0.81154,3.725e-05,3.725e-05,3.725e-05
100,210.302,0.49643,1.41847,0.87197,0.98973,1,0.995,0.92941,0.36376,0.76301,0.81155,2.4875e-05,2.4875e-05,2.4875e-05
